"","X1","#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","url","desc.1","desc.2","list.best.stats","best.hp","best.atk","best.def","best.sp.atk","best.sp.def","best.spd"
"81",81,74,"Geodude","Rock","Ground",300,40,80,100,30,30,20,1,"False","https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pokémon)","Geodude (Japanese: イシツブテ Isitsubute) is a dual-type Rock/Ground Pokémon introduced in Generation I.
","It evolves into Graveler starting at level 25, which evolves into Golem when traded.
","z.def",0,0,1,0,0,0
"82",82,75,"Graveler","Rock","Ground",390,55,95,115,45,45,35,1,"False","https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pokémon)","Graveler (Japanese: ゴローン Golone) is a dual-type Rock/Ground Pokémon introduced in Generation I.
","It evolves from Geodude starting at level 25 and evolves into Golem when traded.
","z.def",0,0,1,0,0,0
"83",83,76,"Golem","Rock","Ground",495,80,120,130,55,65,45,1,"False","https://bulbapedia.bulbagarden.net/wiki/Golem_(Pokémon)","Golem (Japanese: ゴローニャ Golonya) is a dual-type Rock/Ground Pokémon introduced in Generation I.
","It evolves from Graveler when traded. It is the final form of Geodude.
","z.def",0,0,1,0,0,0
"84",84,77,"Ponyta","Fire",NA,410,50,85,55,65,65,90,1,"False","https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pokémon)","Ponyta (Japanese: ポニータ Ponyta) is a Fire-type Pokémon introduced in Generation I.
","It evolves into Rapidash starting at level 40.
","z.spd",0,0,0,0,0,1
"85",85,78,"Rapidash","Fire",NA,500,65,100,70,80,80,105,1,"False","https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pokémon)","Rapidash (Japanese: ギャロップ Gallop) is a Fire-type Pokémon introduced in Generation I.
","It evolves from Ponyta starting at level 40.
","z.spd",0,0,0,0,0,1
"86",86,79,"Slowpoke","Water","Psychic",315,90,65,65,40,40,15,1,"False","https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pokémon)","Slowpoke (Japanese: ヤドン Yadon) is a dual-type Water/Psychic Pokémon introduced in Generation I.
","It evolves into Slowbro starting at level 37 or Slowking when traded holding a King's Rock.
","z.hp",1,0,0,0,0,0
"87",87,80,"Slowbro","Water","Psychic",490,95,75,110,100,80,30,1,"False","https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pokémon)","Slowbro (Japanese: ヤドラン Yadoran) is a dual-type Water/Psychic Pokémon introduced in Generation I.
","It evolves from Slowpoke starting at level 37. It is one of Slowpoke's final forms, the other being Slowking. It can Mega Evolve into Mega Slowbro using the Slowbronite‎.
","z.def",0,0,1,0,0,0
"88",88,80,"SlowbroMega Slowbro","Water","Psychic",590,95,75,180,130,80,30,1,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.def",0,0,1,0,0,0
"89",89,81,"Magnemite","Electric","Steel",325,25,35,70,95,55,45,1,"False","https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pokémon)","Magnemite (Japanese: コイル Coil) is a dual-type Electric/Steel Pokémon introduced in Generation I. Prior to Generation II, it was a pure Electric-type Pokémon.
","It evolves into Magneton starting at level 30, which evolves into Magnezone when leveled up in a special magnetic field.
","z.sp.atk",0,0,0,1,0,0
"90",90,82,"Magneton","Electric","Steel",465,50,60,95,120,70,70,1,"False","https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pokémon)","Magneton (Japanese: レアコイル Rarecoil) is a dual-type Electric/Steel Pokémon introduced in Generation I. Prior to Generation II, it was a pure Electric-type Pokémon.
","It evolves from Magnemite starting at level 30 and evolves into Magnezone when leveled up in a special magnetic field.
","z.sp.atk",0,0,0,1,0,0
"91",91,83,"Farfetch'd","Normal","Flying",352,52,65,55,58,62,60,1,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"92",92,84,"Doduo","Normal","Flying",310,35,85,45,35,35,75,1,"False","https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pokémon)","Doduo (Japanese: ドードー Dodo) is a dual-type Normal/Flying Pokémon introduced in Generation I.
","It evolves into Dodrio starting at level 31.
","z.spd",0,0,0,0,0,1
"93",93,85,"Dodrio","Normal","Flying",460,60,110,70,60,60,100,1,"False","https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pokémon)","Dodrio (Japanese: ドードリオ Dodorio) is a dual-type Normal/Flying Pokémon introduced in Generation I.
","It evolves from Doduo starting at level 31.
","z.spd",0,0,0,0,0,1
"94",94,86,"Seel","Water",NA,325,65,45,55,45,70,45,1,"False","https://bulbapedia.bulbagarden.net/wiki/Seel_(Pokémon)","Seel (Japanese: パウワウ Pawou) is a Water-type Pokémon introduced in Generation I.
","It evolves into Dewgong starting at level 34.
","z.sp.def",0,0,0,0,1,0
"95",95,87,"Dewgong","Water","Ice",475,90,70,80,70,95,70,1,"False","https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pokémon)","Dewgong (Japanese: ジュゴン Jugon) is a dual-type Water/Ice Pokémon introduced in Generation I.
","It evolves from Seel starting at level 34.
","z.sp.def",0,0,0,0,1,0
"96",96,88,"Grimer","Poison",NA,325,80,80,50,40,50,25,1,"False","https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pokémon)","Grimer (Japanese: ベトベター Betbeter) is a Poison-type Pokémon introduced in Generation I.
","It evolves into Muk starting at level 38.
","z.hp",1,0,0,0,0,0
"97",97,89,"Muk","Poison",NA,500,105,105,75,65,100,50,1,"False","https://bulbapedia.bulbagarden.net/wiki/Muk_(Pokémon)","Muk (Japanese: ベトベトン Betbeton) is a Poison-type Pokémon introduced in Generation I.
","It evolves from Grimer starting at level 38.
","z.hp",1,0,0,0,0,0
"98",98,90,"Shellder","Water",NA,305,30,65,100,45,25,40,1,"False","https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pokémon)","Shellder (Japanese: シェルダー Shellder) is a Water-type Pokémon introduced in Generation I.
","It evolves into Cloyster when exposed to a Water Stone.
","z.def",0,0,1,0,0,0
"99",99,91,"Cloyster","Water","Ice",525,50,95,180,85,45,70,1,"False","https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pokémon)","Cloyster (Japanese: パルシェン Parshen) is a dual-type Water/Ice Pokémon introduced in Generation I.
","It evolves from Shellder when exposed to a Water Stone.
","z.def",0,0,1,0,0,0
"100",100,92,"Gastly","Ghost","Poison",310,30,35,30,100,35,80,1,"False","https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pokémon)","Gastly (Japanese: ゴース Ghos) is a dual-type Ghost/Poison Pokémon introduced in Generation I.
","It evolves into Haunter starting at level 25, which evolves into Gengar when traded.
","z.sp.atk",0,0,0,1,0,0
"101",101,93,"Haunter","Ghost","Poison",405,45,50,45,115,55,95,1,"False","https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pokémon)","Haunter (Japanese: ゴースト Ghost) is a dual-type Ghost/Poison Pokémon introduced in Generation I.
","It evolves from Gastly starting at level 25 and evolves into Gengar when traded.
","z.sp.atk",0,0,0,1,0,0
"102",102,94,"Gengar","Ghost","Poison",500,60,65,60,130,75,110,1,"False","https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pokémon)","Gengar (Japanese: ゲンガー Gangar) is a dual-type Ghost/Poison Pokémon introduced in Generation I.
","It evolves from Haunter when traded. It is the final form of Gastly. It can Mega Evolve into Mega Gengar using the Gengarite.
","z.sp.atk",0,0,0,1,0,0
"103",103,94,"GengarMega Gengar","Ghost","Poison",600,60,65,80,170,95,130,1,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"104",104,95,"Onix","Rock","Ground",385,35,45,160,30,45,70,1,"False","https://bulbapedia.bulbagarden.net/wiki/Onix_(Pokémon)","Onix (Japanese: イワーク Iwark) is a dual-type Rock/Ground Pokémon introduced in Generation I.
","It evolves into Steelix when traded holding a Metal Coat.
","z.def",0,0,1,0,0,0
"105",105,96,"Drowzee","Psychic",NA,328,60,48,45,43,90,42,1,"False","https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pokémon)","Drowzee (Japanese: スリープ Sleepe) is a Psychic-type Pokémon introduced in Generation I.
","It evolves into Hypno starting at level 26.
","z.sp.def",0,0,0,0,1,0
"106",106,97,"Hypno","Psychic",NA,483,85,73,70,73,115,67,1,"False","https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pokémon)","Hypno (Japanese: スリーパー Sleeper) is a Psychic-type Pokémon introduced in Generation I.
","It evolves from Drowzee starting at level 26.
","z.sp.def",0,0,0,0,1,0
"107",107,98,"Krabby","Water",NA,325,30,105,90,25,25,50,1,"False","https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pokémon)","Krabby (Japanese: クラブ Crab) is a Water-type Pokémon introduced in Generation I.
","It evolves into Kingler starting at level 28.
","z.atk",0,1,0,0,0,0
"108",108,99,"Kingler","Water",NA,475,55,130,115,50,50,75,1,"False","https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pokémon)","Kingler (Japanese: キングラー Kingler) is a Water-type Pokémon introduced in Generation I.
","It evolves from Krabby starting at level 28.
","z.atk",0,1,0,0,0,0
"109",109,100,"Voltorb","Electric",NA,330,40,30,50,55,55,100,1,"False","https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pokémon)","Voltorb (Japanese: ビリリダマ Biriridama) is an Electric-type Pokémon introduced in Generation I.
","It evolves into Electrode starting at level 30.
","z.spd",0,0,0,0,0,1
"110",110,101,"Electrode","Electric",NA,480,60,50,70,80,80,140,1,"False","https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pokémon)","Electrode (Japanese: マルマイン Marumine) is an Electric-type Pokémon introduced in Generation I.
","It evolves from Voltorb starting at level 30.
","z.spd",0,0,0,0,0,1
"111",111,102,"Exeggcute","Grass","Psychic",325,60,40,80,60,45,40,1,"False","https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pokémon)","Exeggcute (Japanese: タマタマ Tamatama) is a dual-type Grass/Psychic Pokémon introduced in Generation I.
","It evolves into Exeggutor when exposed to a Leaf Stone.
","z.def",0,0,1,0,0,0
"112",112,103,"Exeggutor","Grass","Psychic",520,95,95,85,125,65,55,1,"False","https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pokémon)","Exeggutor (Japanese: ナッシー Nassy) is a dual-type Grass/Psychic Pokémon introduced in Generation I.
","It evolves from Exeggcute when exposed to a Leaf Stone.
","z.sp.atk",0,0,0,1,0,0
"113",113,104,"Cubone","Ground",NA,320,50,50,95,40,50,35,1,"False","https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pokémon)","Cubone (Japanese: カラカラ Karakara) is a Ground-type Pokémon introduced in Generation I.
","It evolves into Marowak starting at level 28.
","z.def",0,0,1,0,0,0
"114",114,105,"Marowak","Ground",NA,425,60,80,110,50,80,45,1,"False","https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pokémon)","Marowak (Japanese: ガラガラ Garagara) is a Ground-type Pokémon introduced in Generation I.
","It evolves from Cubone starting at level 28.
","z.def",0,0,1,0,0,0
"115",115,106,"Hitmonlee","Fighting",NA,455,50,120,53,35,110,87,1,"False","https://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pokémon)","Hitmonlee (Japanese: サワムラー Sawamular) is a Fighting-type Pokémon introduced in Generation I.
","It evolves from Tyrogue starting at level 20 when Tyrogue's Attack is higher than its Defense. It is one of Tyrogue's final forms, the others being Hitmonchan and Hitmontop.
","z.sp.def",0,0,0,0,1,0
"116",116,107,"Hitmonchan","Fighting",NA,455,50,105,79,35,110,76,1,"False","https://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pokémon)","Hitmonchan (Japanese: エビワラー Ebiwalar) is a Fighting-type Pokémon introduced in Generation I.
","It evolves from Tyrogue starting at level 20 when Tyrogue's Defense is higher than its Attack. It is one of Tyrogue's final forms, the others being Hitmonlee and Hitmontop.
","z.sp.def",0,0,0,0,1,0
"117",117,108,"Lickitung","Normal",NA,385,90,55,75,60,75,30,1,"False","https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pokémon)","Lickitung (Japanese: ベロリンガ Beroringa) is a Normal-type Pokémon introduced in Generation I.
","Starting in Generation IV, it evolves into Lickilicky when leveled up while knowing Rollout.
","z.hp",1,0,0,0,0,0
"118",118,109,"Koffing","Poison",NA,340,40,65,95,60,45,35,1,"False","https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pokémon)","Koffing (Japanese: ドガース Dogars) is a Poison-type Pokémon introduced in Generation I.
","It evolves into Weezing starting at level 35.
","z.def",0,0,1,0,0,0
"119",119,110,"Weezing","Poison",NA,490,65,90,120,85,70,60,1,"False","https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pokémon)","Weezing (Japanese: マタドガス Matadogas) is a Poison-type Pokémon introduced in Generation I.
","It evolves from Koffing starting at level 35.
","z.def",0,0,1,0,0,0
"120",120,111,"Rhyhorn","Ground","Rock",345,80,85,95,30,30,25,1,"False","https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pokémon)","Rhyhorn (Japanese: サイホーン Sihorn) is a dual-type Ground/Rock Pokémon introduced in Generation I.
","It evolves into Rhydon starting at level 42, which evolves into Rhyperior when traded holding a Protector.
","z.def",0,0,1,0,0,0
"121",121,112,"Rhydon","Ground","Rock",485,105,130,120,45,45,40,1,"False","https://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pokémon)","Rhydon (Japanese: サイドン Sidon) is a dual-type Ground/Rock Pokémon introduced in Generation I.
","It evolves from Rhyhorn starting at level 42 and evolves into Rhyperior when traded holding a Protector.
","z.atk",0,1,0,0,0,0
"122",122,113,"Chansey","Normal",NA,450,250,5,5,35,105,50,1,"False","https://bulbapedia.bulbagarden.net/wiki/Chansey_(Pokémon)","Chansey (Japanese: ラッキー Lucky) is a Normal-type Pokémon introduced in Generation I.
","It evolves from Happiny when leveled up holding an Oval Stone during the day and evolves into Blissey when leveled up with high friendship.
","z.hp",1,0,0,0,0,0
"123",123,114,"Tangela","Grass",NA,435,65,55,115,100,40,60,1,"False","https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pokémon)","Tangela (Japanese: モンジャラ Monjara) is a Grass-type Pokémon introduced in Generation I.
","It evolves into Tangrowth when leveled up while knowing Ancient Power.
","z.def",0,0,1,0,0,0
"124",124,115,"Kangaskhan","Normal",NA,490,105,95,80,40,80,90,1,"False","https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pokémon)","Kangaskhan (Japanese: ガルーラ Garura) is a Normal-type Pokémon introduced in Generation I.
","While it is not known to evolve into or from any other Pokémon, it can Mega Evolve into Mega Kangaskhan using the Kangaskhanite.
","z.hp",1,0,0,0,0,0
"125",125,115,"KangaskhanMega Kangaskhan","Normal",NA,590,105,125,100,60,100,100,1,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.atk",0,1,0,0,0,0
"126",126,116,"Horsea","Water",NA,295,30,40,70,70,25,60,1,"False","https://bulbapedia.bulbagarden.net/wiki/Horsea_(Pokémon)","Horsea (Japanese: タッツー Tattu) is a Water-type Pokémon introduced in Generation I.
","It evolves into Seadra starting at level 32, which evolves into Kingdra when traded holding a Dragon Scale.
","z.sp.atk",0,0,0,1,0,0
"127",127,117,"Seadra","Water",NA,440,55,65,95,95,45,85,1,"False","https://bulbapedia.bulbagarden.net/wiki/Seadra_(Pokémon)","Seadra (Japanese: シードラ Seadra) is a Water-type Pokémon introduced in Generation I.
","It evolves from Horsea starting at level 32 and evolves into Kingdra when traded holding a Dragon Scale.
","z.def",0,0,1,0,0,0
"128",128,118,"Goldeen","Water",NA,320,45,67,60,35,50,63,1,"False","https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pokémon)","Goldeen (Japanese: トサキント Tosakinto) is a Water-type Pokémon introduced in Generation I.
","It evolves into Seaking starting at level 33.
","z.spd",0,0,0,0,0,1
"129",129,119,"Seaking","Water",NA,450,80,92,65,65,80,68,1,"False","https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pokémon)","Seaking (Japanese: アズマオウ Azumao) is a Water-type Pokémon introduced in Generation I.
","It evolves from Goldeen starting at level 33.
","z.hp",1,0,0,0,0,0
"130",130,120,"Staryu","Water",NA,340,30,45,55,70,55,85,1,"False","https://bulbapedia.bulbagarden.net/wiki/Staryu_(Pokémon)","Staryu (Japanese: ヒトデマン Hitodeman) is a Water-type Pokémon introduced in Generation I.
","It evolves into Starmie when exposed to a Water Stone.
","z.spd",0,0,0,0,0,1
"131",131,121,"Starmie","Water","Psychic",520,60,75,85,100,85,115,1,"False","https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pokémon)","Starmie (Japanese: スターミー Starmie) is a dual-type Water/Psychic Pokémon introduced in Generation I.
","It evolves from Staryu when exposed to a Water Stone.
","z.spd",0,0,0,0,0,1
"132",132,122,"Mr. Mime","Psychic","Fairy",460,40,45,65,100,120,90,1,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.def",0,0,0,0,1,0
"133",133,123,"Scyther","Bug","Flying",500,70,110,80,55,80,105,1,"False","https://bulbapedia.bulbagarden.net/wiki/Scyther_(Pokémon)","Scyther (Japanese: ストライク Strike) is a dual-type Bug/Flying Pokémon introduced in Generation I.
","It evolves into Scizor when traded holding a Metal Coat.
","z.spd",0,0,0,0,0,1
"134",134,124,"Jynx","Ice","Psychic",455,65,50,35,115,95,95,1,"False","https://bulbapedia.bulbagarden.net/wiki/Jynx_(Pokémon)","Jynx (Japanese: ルージュラ Rougela) is a dual-type Ice/Psychic Pokémon introduced in Generation I.
","It evolves from Smoochum starting at level 30.
","z.sp.atk",0,0,0,1,0,0
"135",135,125,"Electabuzz","Electric",NA,490,65,83,57,95,85,105,1,"False","https://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pokémon)","Electabuzz (Japanese: エレブー Eleboo) is an Electric-type Pokémon introduced in Generation I.
","It evolves from Elekid starting at level 30 and evolves into Electivire when traded holding an Electirizer.
","z.spd",0,0,0,0,0,1
"136",136,126,"Magmar","Fire",NA,495,65,95,57,100,85,93,1,"False","https://bulbapedia.bulbagarden.net/wiki/Magmar_(Pokémon)","Magmar (Japanese: ブーバー Boober) is a Fire-type Pokémon introduced in Generation I.
","It evolves from Magby starting at level 30 and evolves into Magmortar when traded holding a Magmarizer.
","z.spd",0,0,0,0,0,1
